filename,start,end,label
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,96.7,97.3,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,98.64,99.36,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,105.76,106.24,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,107.78,108.22,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,113.65,114.35,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,124.68,125.32,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,128.62,129.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,129.51,130.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,131.42,132.58,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,140.83,141.17,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,141.62,142.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,142.71,143.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,149.69,150.31,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,153.55,154.45,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,155.52,156.48,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,160.65,161.35,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,162.72,163.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,164.61,165.39,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,170.8,171.2,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,205.44,206.56,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,215.63,216.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,224.69,225.31,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,226.67,227.33,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,227.63,228.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,229.73,230.27,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,230.42,231.58,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,238.74,239.26,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,245.63,246.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,249.58,250.42,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,257.79,258.21,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,262.46,263.54,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,270.71,271.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,292.65,293.35,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073116.311Z.wav,293.47,294.53,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,12.61,13.39,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,13.76,14.24,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,42.71,43.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,51.69,52.31,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,56.69,57.31,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,61.72,62.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,69.67,70.33,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,73.73,74.27,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,75.56,76.44,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,84.64,85.36,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,85.71,86.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,87.4,88.6,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,98.61,99.39,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,100.48,101.52,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,110.21,111.79,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,113.66,114.34,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,131.69,132.31,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,134.64,135.36,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,136.55,137.45,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,145.54,146.46,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,146.35,147.65,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,152.51,153.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,178.58,179.42,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,200.98,203.02,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,206.09,207.91,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,209.66,210.34,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,210.88,213.12,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,215.49,216.51,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,217.51,218.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,228.32,229.68,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,241.33,242.67,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,246.94,249.06,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,260.44,261.56,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,260.76,261.24,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,274.35,275.65,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,279.54,280.46,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,284.3,285.7,1
20150929/JASCOAMARHYDROPHONE2402_20150929T073616.314Z.wav,285.32,286.68,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,21.61,22.39,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,21.73,22.27,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,48.74,49.26,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,67.68,68.32,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,69.72,70.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,77.62,78.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,110.51,111.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,112.56,113.44,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,113.68,114.32,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,116.51,117.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,136.59,137.41,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,140.26,141.74,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,145.8,146.2,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,156.78,157.22,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,172.71,173.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,173.45,174.55,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,180.76,181.24,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,181.72,182.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,184.17,185.83,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,191.56,192.44,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,192.46,193.54,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,195.36,196.64,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,206.73,207.27,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,213.53,214.47,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,214.17,215.83,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,218.28,219.72,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,220.23,221.77,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,223.71,224.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,225.48,226.52,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,230.6,231.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,231.34,232.66,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,234.11,235.89,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,240.11,241.89,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,242.26,243.74,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,242.67,243.33,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,244.14,245.86,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,252.91,255.09,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,255.53,256.47,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,259.44,260.56,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,260.71,263.29,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,263.14,264.86,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,265.75,266.25,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,266.6,267.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,267.43,268.57,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,277.9,280.1,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,281.39,282.61,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,285.51,286.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,286.56,287.44,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074116.314Z.wav,287.4,288.6,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,5.39,6.61,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,7.72,8.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,11.6,12.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,11.94,14.06,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,14.51,17.49,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,18.55,19.45,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,22.74,23.26,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,23.41,24.59,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,25.45,26.55,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,25.83,26.17,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,30.75,31.25,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,31.62,32.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,33.67,34.33,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,35.93,38.07,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,40.09,41.91,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,47.52,48.48,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,48.3,49.7,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,50.53,51.47,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,51.39,52.61,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,53.56,54.44,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,54.6,55.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,55.62,56.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,62.74,63.26,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,74.06,75.94,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,77.46,78.54,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,82.65,83.35,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,95.14,96.86,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,100.13,101.87,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,105.63,106.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,107.56,108.44,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,108.63,109.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,112.41,113.59,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,112.76,113.24,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,118.13,119.87,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,120.29,121.71,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,121.1,122.9,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,123.31,124.69,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,127.11,128.89,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,129.62,130.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,131.67,132.33,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,135.61,136.39,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,136.23,137.77,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,138.61,139.39,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,143.54,144.46,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,144.63,145.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,148.8,149.2,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,149.13,150.87,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,149.64,150.36,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,151.62,152.38,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,153.25,154.75,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,155.41,156.59,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,156.66,157.34,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,158.13,159.87,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,161.42,162.58,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,167.24,168.76,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,176.65,177.35,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,185.06,186.94,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,187.72,188.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,188.54,189.46,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,189.72,192.28,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,195.3,196.7,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,195.78,196.22,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,202.05,203.95,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,209.18,210.82,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,211.49,212.51,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,214.6,215.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,224.63,225.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,229.44,230.56,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,229.82,230.18,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,231.54,232.46,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,236.15,237.85,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,252.6,253.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,253.38,254.62,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,255.42,256.58,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,256.58,257.42,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,257.48,258.52,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,258.9,261.1,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,261.6,262.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,266.66,267.34,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,270.12,271.88,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,274.63,275.37,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,275.6,276.4,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,285.41,286.59,1
20150929/JASCOAMARHYDROPHONE2402_20150929T074616.317Z.wav,288.44,289.56,1
